1.304681516870483549e+01,1.474115241321840486e+01
1.340852018539319879e+01,1.376326960024046642e+01
1.419591481245490527e+01,1.585318112982811556e+01
1.491470076531302702e+01,1.617425986715806729e+01
1.357669960517520025e+01,1.404284943755651760e+01
1.392240250750027819e+01,1.340646893666083095e+01
1.282213163903097808e+01,1.422318782380161295e+01
1.567636614700480457e+01,1.589169137219993821e+01
1.616287532482238021e+01,1.620299807446642149e+01
1.266645094909174496e+01,1.489908373513379836e+01
1.398454962300191085e+01,1.295800821585462792e+01
1.406146043109355226e+01,1.454908874282628872e+01
1.338988671215898840e+01,1.556202141787754023e+01
1.339350474623341469e+01,1.562698794188875340e+01
1.397900926099814356e+01,1.328061494266342280e+01
1.416791258723419311e+01,1.446583828507578851e+01
1.396176145283656922e+01,1.475182421254904241e+01
1.445899735355037308e+01,1.507018562997124533e+01
1.458476371878708377e+01,1.582743423785702497e+01
1.207427073619130553e+01,1.306711089796513647e+01
1.354912940444921965e+01,1.553827676982061945e+01
1.398625041879221165e+01,1.478776303583676999e+01
1.496991942049243640e+01,1.651830493015888734e+01
1.425576596658410011e+01,1.529427277420700904e+01
1.533425000108005776e+01,1.612469988952638644e+01
1.563504869777691653e+01,1.649094476663805509e+01
1.362081291712302544e+01,1.545947525058771888e+01
1.481548484709226976e+01,1.533956526603583015e+01
1.459318972857326990e+01,1.461238105671215237e+01
1.448906754712417744e+01,1.564087368177291104e+01
1.552704801171450733e+01,1.463568031226172828e+01
1.397506707358788702e+01,1.476531532927647739e+01
1.295364954381841471e+01,1.482328512087584471e+01
1.288787444214798761e+01,1.507607810133001536e+01
1.602178960565569099e+01,1.625746991816080822e+01
1.492629270714270184e+01,1.629725072434191446e+01
1.246559400363084613e+01,1.418321211753595890e+01
1.408466278107713521e+01,1.444192203204038449e+01
1.453717522545769114e+01,1.424224248113180735e+01
1.422250851601845056e+01,1.542386187610342674e+01
1.451908495978717006e+01,1.399871698993443658e+01
1.311971433616167459e+01,1.466081845898369451e+01
1.451088894246419514e+01,1.530465148682365673e+01
1.418262426407450860e+01,1.539388968496340304e+01
1.471651844926282138e+01,1.573369667477784617e+01
1.383454699853918335e+01,1.617138034441190797e+01
1.600076179182642022e+01,1.469232970320203258e+01
1.412702715242891927e+01,1.591462774747984099e+01
1.384578546855033920e+01,1.434139348861172714e+01
1.541426110064101351e+01,1.624243182463628088e+01
1.325273726696164722e+01,1.500861363933526249e+01
1.366840226015762738e+01,1.435886035673853911e+01
1.377534773921765066e+01,1.473808512203811816e+01
1.412582342640922306e+01,1.492980922624492734e+01
1.454724604324320580e+01,1.563339445140670136e+01
1.415258077112492607e+01,1.453622696521788882e+01
1.412648161131632563e+01,1.534467591276852083e+01
1.426324658304056037e+01,1.498556918087114553e+01
1.477324331862398843e+01,1.525299473774317249e+01
1.420969933686442488e+01,1.614572569071713204e+01
1.326065515299200293e+01,1.548016214411598668e+01
1.425273350867238698e+01,1.503134360663838720e+01
1.292124446791387093e+01,1.319321540142360583e+01
1.385243129254600269e+01,1.333213110580614646e+01
1.396856800302965418e+01,1.319821236714214585e+01
1.325206981975186160e+01,1.536846390294600795e+01
1.370449633962696367e+01,1.321431301976872241e+01
1.450874721340720264e+01,1.546051652161006018e+01
1.569042695638350615e+01,1.648168851978138250e+01
1.295598191982515068e+01,1.243703005897334357e+01
1.359312604041728179e+01,1.484189902611635681e+01
1.512874638631439339e+01,1.714981222613880973e+01
1.426705036670258586e+01,1.567551973639503160e+01
1.566145054514419854e+01,1.481146451457413704e+01
1.433962672797097149e+01,1.549202297710025533e+01
1.427617654587810136e+01,1.470590693250813885e+01
1.486049072335335630e+01,1.559000779027685546e+01
1.410414479623351447e+01,1.518050456377640067e+01
1.598828286381979247e+01,1.562105187028485886e+01
1.347473582792461144e+01,1.559307141917534878e+01
1.377637601475248808e+01,1.499194426684731241e+01
1.282770875129005006e+01,1.567136906874634761e+01
1.367165486007912811e+01,1.511954159126300645e+01
1.538704283906103321e+01,1.556936935237783892e+01
1.554320933642332392e+01,1.551543150058865628e+01
1.385306094119845888e+01,1.560672436869602464e+01
1.362525245784643957e+01,1.445209462876985285e+01
1.501577844123110239e+01,1.491664093008972536e+01
1.383645753449744831e+01,1.524940725360926308e+01
1.422694438547307350e+01,1.434798436229479890e+01
1.323742625416295837e+01,1.461058751286002533e+01
1.338482919115421943e+01,1.473319330250109793e+01
1.387130103241150891e+01,1.497399468636979414e+01
1.239445846815593910e+01,1.464448216946587600e+01
1.432186557845067654e+01,1.452890629439163384e+01
1.582965092460402268e+01,1.571619455432354862e+01
1.580177302202354994e+01,1.601808914480402990e+01
1.469751200330075847e+01,1.411198748714028639e+01
1.470598656653535130e+01,1.646040295414170984e+01
1.359156859810395090e+01,1.491975097196414168e+01
1.229984538869377531e+01,1.477119467910274864e+01
1.339904747770370363e+01,1.611912910518291397e+01
1.513112869806696104e+01,1.590031130320180885e+01
1.538581197702793091e+01,1.571453967469414792e+01
1.545487421920633686e+01,1.544042242405440390e+01
1.374951530855867432e+01,1.526803135994583194e+01
1.569914333094721570e+01,1.605595814533894838e+01
1.480580490719941622e+01,1.433258926354468521e+01
1.517222942648116657e+01,1.670624397729834243e+01
1.124915511828764814e+01,1.513295896107000971e+01
1.388773906521637613e+01,1.448548132472443761e+01
1.532587017910020144e+01,1.658524064023294997e+01
1.297517063349010868e+01,1.516056771401840031e+01
1.407427780835001663e+01,1.721973519125371155e+01
1.418202563691389706e+01,1.783351945487565615e+01
1.223970014041095489e+01,1.472866833837743172e+01
1.482555960703614772e+01,1.594500684833057313e+01
1.309763368416416718e+01,1.623036500469445187e+01
1.385758877756092744e+01,1.503526838191721282e+01
1.552502523459986783e+01,1.678653607805479098e+01
1.531499528329093707e+01,1.456835427536349314e+01
1.403034873517878722e+01,1.566336187697160298e+01
1.442312994571211071e+01,1.494109334872471528e+01
1.363615118835241091e+01,1.496411634434718430e+01
1.453477942776931364e+01,1.335611764012330660e+01
1.461566223678643617e+01,1.415241034694619415e+01
1.308085544352481300e+01,1.402845941186939527e+01
1.493928677902785829e+01,1.454933745884242136e+01
1.602712662622119666e+01,1.570965830468461455e+01
1.431925037139242107e+01,1.511762658185581643e+01
1.486153307492049258e+01,1.428458412390706123e+01
1.401432032507763736e+01,1.677971266133154415e+01
1.340765469906171248e+01,1.460041190939530509e+01
1.307959731860719543e+01,1.419389917316378025e+01
1.268820688788819417e+01,1.381109597020172686e+01
1.419232756586643518e+01,1.536498178724436947e+01
1.486589365075524327e+01,1.447138789706538020e+01
1.339350297747264307e+01,1.434389892642247943e+01
1.358659142682796350e+01,1.439148496395445243e+01
1.310219289551651123e+01,1.437603260214769563e+01
1.454176555566262152e+01,1.637233995317340529e+01
1.425602703003231220e+01,1.504234949652840214e+01
1.618754760471493270e+01,1.636145253974863323e+01
1.363292362573134575e+01,1.362886893815871758e+01
1.465349334618363386e+01,1.497649220824924043e+01
1.261911799757793595e+01,1.677214314245786397e+01
1.303427729514448608e+01,1.425689090988085894e+01
1.085940051666348793e+01,1.447914434225415370e+01
1.293486070587027292e+01,1.460746677979927277e+01
1.399226765515859938e+01,1.496212808248882453e+01
1.257248704338531198e+01,1.519727349681390116e+01
1.568266703007036789e+01,1.622123922102405658e+01
1.321258151562989980e+01,1.435182736777090184e+01
1.398975002194822714e+01,1.452445650352668771e+01
1.346626640960239563e+01,1.365765529406474776e+01
1.313166385488746002e+01,1.579882584075226326e+01
1.435439254719252489e+01,1.502329268379058114e+01
1.355329410888778696e+01,1.373218768633877573e+01
1.298628429130502582e+01,1.480983707085099077e+01
1.437264883162727003e+01,1.495148191190330600e+01
1.358869050224714670e+01,1.519778174710473806e+01
1.226002251889707750e+01,1.561364103922987923e+01
1.366602493759934411e+01,1.644517365387813257e+01
1.434554567080519050e+01,1.544883765222099115e+01
1.460667497581217411e+01,1.577655361118646837e+01
1.415369523977194532e+01,1.657440586446112718e+01
1.404899502017923751e+01,1.439078838248392955e+01
1.406857464220481724e+01,1.462364257375796939e+01
1.588890082127304382e+01,1.633705609429302896e+01
1.397601419894874120e+01,1.584206442894243594e+01
1.088221341356124050e+01,1.346166188373757144e+01
1.390920312008345405e+01,1.497657577218348202e+01
1.236776146202977777e+01,1.514204982137499300e+01
1.516765639256332854e+01,1.551933856946828705e+01
1.533769517242869895e+01,1.423319145087297244e+01
1.355057689653119013e+01,1.573044061233336777e+01
1.357918656724497275e+01,1.547264441338775320e+01
1.424479089854792413e+01,1.508509118658110104e+01
1.533086296717245389e+01,1.571142599198902445e+01
1.591714892779238788e+01,1.515651432878437355e+01
1.385421253890296533e+01,1.532125758133507709e+01
1.408736591098981172e+01,1.430728373787296803e+01
1.263610997338857977e+01,1.565066101888946015e+01
1.436282756033598318e+01,1.387195409310255734e+01
1.450066606012270576e+01,1.461759024545318830e+01
1.396984547008963595e+01,1.617341605305202989e+01
1.513133128099396529e+01,1.528924849061305125e+01
1.515300231315135804e+01,1.401362830007738580e+01
1.331011939341444261e+01,1.439060274697613728e+01
1.425712172586539062e+01,1.429705004451436068e+01
1.371613134707139281e+01,1.352733470384027470e+01
1.570094057818436717e+01,1.599611428697284943e+01
1.338943515399727247e+01,1.436513422537797702e+01
1.414088666467277910e+01,1.397440554314795946e+01
1.484487049785213486e+01,1.401695105963744226e+01
1.270489590338878472e+01,1.427293037161499356e+01
1.495353525235777425e+01,1.473218902472498826e+01
1.428114117782964954e+01,1.461262377516034583e+01
