6.653113657418775695e+00,1.368970163017582387e+01,1.755284534048973555e+01,-1.193349738657573944e+01,-5.756408834876474145e+00,1.543592131466016681e+01,-1.213675197285755303e+01,8.224122569039012731e+00,-4.884024083126121241e+00,5.349335340178821063e+00,1.735137235185544569e+01
-5.630542063889826032e+00,-1.893766731296933159e+01,1.864462416494762209e+01,-6.155824979817159814e+00,-2.598886370438446747e+01,1.540955316488884641e+01,-1.659551633981818952e+01,9.454653671840423712e+00,-2.877173436968000431e+00,-6.009420411337463186e+00,1.921063611600424892e+01
9.721525070255813361e+00,-9.982488976127285696e+00,1.557143412007328287e+01,-3.222426572072134832e+01,-5.595799232865973138e+00,2.432138269944994136e+01,8.327735332317711681e-01,1.079455459169556519e+01,7.275748021210608485e-01,1.039297499515841849e+01,7.085994903131401124e+00
-4.635765717620661697e+00,-1.071603962627423812e+01,2.035657062776559911e+01,-9.002097334890491354e+00,-4.920569066229099064e+00,-4.261957473567145271e+00,-1.305828784179661639e+00,9.499803332836833647e-01,-8.634106561039875061e+00,1.984454380386286854e-01,6.771412534870790978e-03
-1.284104444072012541e+01,-2.038831317803082044e+01,9.491936484708581645e+00,-7.038500174163109691e+00,-9.921086833276492101e+00,-3.716105049310803210e+00,-9.384730429477123437e+00,-2.325533554157188654e+00,-1.351856236484918128e+01,1.100702900591154254e+01,1.400321028264205836e+01
-1.163486708079275012e+00,-1.676621319167962554e+01,1.725944806913364715e+00,-2.002522110306437497e+01,-1.113552280033331421e+01,2.563057555505872642e+01,1.374503951694965309e-01,5.905993959473780919e-01,-7.020682831317389017e+00,-8.701988867179204945e+00,1.408849951017919544e+00
1.021154642458838779e+01,-8.924535690824567880e+00,1.274027771434607992e+01,-1.078095485762436745e+01,-9.464594897718715316e+00,8.975674952036467147e+00,1.989963249124668820e-01,4.202103490178548562e+00,-7.731472525533954254e+00,3.002942295606316314e+00,9.408566612356445091e+00
8.471215703909463102e+00,-1.935859686049842310e+01,9.910462578841746861e+00,-2.128429753707877126e+00,-1.081252873603115816e+01,9.321702571873711207e+00,1.290880152175049922e+01,-4.248391982139319012e-01,-4.906801427600870902e+00,1.887939506398122802e+01,1.872054180439743476e+00
-2.659366944249506481e+00,-1.295921095267949674e+01,1.813047308059229934e+01,-5.624739855816705436e+00,-3.765600474088568461e-01,1.358903639928429641e+01,-1.325696795086662227e+01,8.890892320543496652e+00,2.188816321034345869e+00,9.772922164361554920e+00,1.103875784127522408e+00
1.510787690379423864e+01,-1.643076621029346640e+01,1.970736027801839896e+01,-1.981188774039272715e+01,-1.644536838711884386e+00,-6.444184297732595823e+00,-6.121213700308127059e+00,7.042282715549293748e+00,7.232475596377120119e+00,1.722347918979143699e+01,-2.956851569107067590e+00
-1.122036207068441982e-01,-2.424723062161980280e+01,2.919945153310461450e+01,-8.065555174322286192e+00,-1.041777929190650021e+01,1.162070504717916464e+01,2.561571564900711806e+00,-3.412453549610376946e+00,-5.389655276173555443e+00,-5.795459788185000960e+00,1.146370770844088582e+01
-1.542262639357545595e-01,-2.423307570769678421e+01,3.606611163134436637e+00,-5.622951021875152833e+00,-1.441744230125991066e+01,6.729229180792450471e+00,-6.290662188401547894e-01,-2.408543736424561210e+00,-3.601975048578146765e+00,-5.622192874829344156e+00,-3.684663844022809442e+00
1.114847555041400540e+01,-1.526350900719733517e+01,2.170842138796244214e+01,-1.742118865729423760e+01,-9.236019406711612589e+00,-1.226809104191299049e+01,-4.676718366937688387e+00,1.725363005314379805e+01,-1.263121850015986425e+01,-1.226676911155805572e+00,4.665416759176721939e+00
1.753360145107386003e+01,-6.435979321548517262e+00,1.571154839024460159e+01,-1.519240804396235767e+01,-2.488705289427895373e+00,2.137165372142030861e+01,6.321579632565086371e+00,1.433135461712656067e+01,-5.405247600755897608e+00,-3.276776496519709703e+00,5.178128647174766286e+00
6.280673737841903304e+00,-1.023948117896336285e+01,1.587943904323280542e+01,-1.192899798995058447e+01,-1.044137369896330370e+01,7.044681191597426562e+00,1.086907890864050152e+01,5.875508209453643715e+00,-7.257594833378053778e+00,6.652439742568857284e+00,1.770390018884256733e+00
2.465444145852987212e+00,-9.202510248115860492e+00,1.054099633232739563e+01,-4.487778269278612342e+00,-6.124531052404449838e+00,1.564764599508222886e+00,3.432544596554377492e+00,9.879169045659203618e+00,4.323289925204403694e+00,1.043680360882831337e+01,-8.370005900161032741e-01
